Id,Name,LastName,FirstName,Type,Alias,UserRoleId,RecordTypeId,IsActive,ProfileId,Title,Email,Phone,NameOrAlias,LastViewedDate,LastReferencedDate,Language
2aFdM000001ata5UAA,Variables,,,FlowRecord,,,,False,,,,,Variables,2024-08-05T06:23:40.000+0000,2024-08-05T06:23:40.000+0000,
001dM00000HE7HfQAL,Burlington Textiles Corp of America,,,Account,,,,False,,,,,Burlington Textiles Corp of America,2024-07-31T10:21:45.000+0000,2024-07-31T10:21:45.000+0000,
00BdM000009f4JMUAY,All Accounts,,,ListView,,,,False,,,,,All Accounts,2024-07-31T05:28:21.000+0000,2024-07-31T05:28:21.000+0000,
001dM00000HE7HeQAL,Edge Communications,,,Account,,,,False,,,,,Edge Communications,2024-07-31T05:26:03.000+0000,2024-07-31T05:26:03.000+0000,
001dM00000HE7HiQAL,Grand Hotels & Resorts Ltd,,,Account,,,,False,,,,,Grand Hotels & Resorts Ltd,2024-07-31T05:26:03.000+0000,2024-07-31T05:26:03.000+0000,
001dM00000HE7HhQAL,Dickenson plc,,,Account,,,,False,,,,,Dickenson plc,2024-07-31T05:26:03.000+0000,2024-07-31T05:26:03.000+0000,
001dM00000HE7HgQAL,Pyramid Construction Inc.,,,Account,,,,False,,,,,Pyramid Construction Inc.,2024-07-31T05:26:03.000+0000,2024-07-31T05:26:03.000+0000,
00OdM0000053UekUAE,DB-Adoption: CAMPAIGNS by Status,,,Report,,,,False,,,,,DB-Adoption: CAMPAIGNS by Status,2024-07-30T08:03:56.000+0000,2024-07-30T08:03:56.000+0000,
00BdM000009f4H2UAI,All,,,ListView,,,,False,,,,,All,2024-07-30T08:03:56.000+0000,2024-07-30T08:03:56.000+0000,
a09dM000002vF7hQAE,Waterfront in the City,,,House__c,,,,False,,,,,Waterfront in the City,2024-07-30T07:10:32.000+0000,2024-07-30T07:10:32.000+0000,
a09dM000002vF7dQAE,Stunning Victorian,,,House__c,,,,False,,,,,Stunning Victorian,2024-07-30T07:10:32.000+0000,2024-07-30T07:10:32.000+0000,
a09dM000002vF7eQAE,Ultimate Sophistication,,,House__c,,,,False,,,,,Ultimate Sophistication,2024-07-30T07:10:32.000+0000,2024-07-30T07:10:32.000+0000,
a09dM000002vF7fQAE,Modern City Living,,,House__c,,,,False,,,,,Modern City Living,2024-07-30T07:10:32.000+0000,2024-07-30T07:10:32.000+0000,
a09dM000002vF7gQAE,Stunning Colonial,,,House__c,,,,False,,,,,Stunning Colonial,2024-07-30T07:10:32.000+0000,2024-07-30T07:10:32.000+0000,
00BdM00000C21E9UAJ,All Records,,,ListView,,,,False,,,,,All Records,2024-07-30T07:09:25.000+0000,2024-07-30T07:09:25.000+0000,
069dM000004yEXFQA2,dreamhouse-logo,,,ContentDocument,,,,False,,,,,dreamhouse-logo,2024-07-30T06:48:35.000+0000,2024-07-30T06:48:35.000+0000,
00edM000004D6RuQAK,System Administrator,,,Profile,,,,False,,,,,PT1,2024-07-30T06:35:42.000+0000,2024-07-30T06:35:42.000+0000,
01ZdM000001bqofUAA,1 - User Adoption (Logins),,,Dashboard,,,,False,,,,,1 - User Adoption (Logins),2024-07-24T11:58:38.000+0000,2024-07-24T11:58:38.000+0000,
001dM00000KKgytQAD,Test 23072024,,,Account,,,,False,,,,,Test 23072024,2024-07-24T08:55:39.000+0000,2024-07-24T08:55:39.000+0000,
00OdM000004EmaLUAS,Sample Flow Report: Screen Flows,,,Report,,,,False,,,,,Sample Flow Report: Screen Flows,2024-07-23T13:02:32.000+0000,2024-07-23T13:02:32.000+0000,
001dM00000HE7HoQAL,GenePoint,,,Account,,,,False,,,,,GenePoint,2024-07-23T12:55:56.000+0000,2024-07-23T12:55:56.000+0000,
01ZdM000001adv7UAA,Suggestions Dashboard,,,Dashboard,,,,False,,,,,Suggestions Dashboard,2024-07-23T07:24:44.000+0000,2024-07-23T07:24:44.000+0000,
00OdM00000506KnUAI,Suggestions: By Status,,,Report,,,,False,,,,,Suggestions: By Status,2024-07-23T07:20:55.000+0000,2024-07-23T07:20:55.000+0000,
00OdM0000050EHpUAM,Suggestions: Status of Open Suggestions,,,Report,,,,False,,,,,Suggestions: Status of Open Suggestions,2024-07-23T07:15:57.000+0000,2024-07-23T07:15:57.000+0000,
2aFdM000001IXKPUA4,Update Status,,,FlowRecord,,,,False,,,,,Update Status,2024-07-23T07:06:08.000+0000,2024-07-23T07:06:08.000+0000,
11MdM000000nfdBUAQ,Update_Status_to_Implemented,,,FlowRecordElement,,,,False,,,,,Update_Status_to_Implemented,2024-07-23T07:06:03.000+0000,2024-07-23T07:06:03.000+0000,
00BdM00000BQC8sUAH,All,,,ListView,,,,False,,,,,All,2024-07-23T06:15:58.000+0000,2024-07-23T06:15:58.000+0000,
00edM000004ppRBQAY,Sales,,,Profile,,,,False,,,,,Sales,2024-07-19T09:39:50.000+0000,2024-07-19T09:39:50.000+0000,
00BdM000009ePtuUAE,All Profiles,,,ListView,,,,False,,,,,All Profiles,2024-07-19T09:35:39.000+0000,2024-07-19T09:35:39.000+0000,
00edM000004nNAAQA2,Cleaner,,,Profile,,,,False,,,,,Cleaner,2024-07-19T09:27:25.000+0000,2024-07-19T09:27:25.000+0000,
00edM000004D6S4QAK,Minimum Access - Salesforce,,,Profile,,,,False,,,,,Minimum Access - Salesforce,2024-07-18T12:06:16.000+0000,2024-07-18T12:06:16.000+0000,
00edM000004D6ScQAK,Contract Manager,,,Profile,,,,False,,,,,PT6,2024-07-18T12:05:52.000+0000,2024-07-18T12:05:52.000+0000,
00edM000004D6SFQA0,Customer Community Plus User,,,Profile,,,,False,,,,,Customer Community Plus User,2024-07-18T11:59:04.000+0000,2024-07-18T11:59:04.000+0000,
00edM000004D6SBQA0,Authenticated Website,,,Profile,,,,False,,,,,Authenticated Website,2024-07-18T11:58:55.000+0000,2024-07-18T11:58:55.000+0000,
00edM000004D6SSQA0,Chatter Moderator User,,,Profile,,,,False,,,,,Chatter Moderator User,2024-07-18T10:48:18.000+0000,2024-07-18T10:48:18.000+0000,
00edM000004D6SVQA0,Authenticated Website,,,Profile,,,,False,,,,,Authenticated Website,2024-07-18T10:48:07.000+0000,2024-07-18T10:48:07.000+0000,
00BdM000009ePtwUAE,All Users,,,ListView,,,,False,,,,,All Users,2024-07-18T09:53:34.000+0000,2024-07-18T09:53:34.000+0000,
005dM000004WWvRQAW,Chatter Expert,Chatter Expert,,User,Chatter,,,True,00edM000004D6S1QAK,,noreply@example.com,,Chatter,2024-07-18T07:25:35.000+0000,2024-07-18T07:25:35.000+0000,
005dM000005AMdtQAG,guest1234,guest1234,,User,guestadm,,,False,00edM000004D6RuQAK,,guestadmin123456@xyz.com,,guestadm,2024-07-18T07:24:26.000+0000,2024-07-18T07:24:26.000+0000,
00edM000004m9LFQAY,Demo Profile,,,Profile,,,,False,,,,,Demo Profile,2024-07-18T07:23:15.000+0000,2024-07-18T07:23:15.000+0000,
003dM000003ZsVFQA0,Sharma,Sharma,,Contact,,,,False,,,,,,2024-07-17T05:09:43.000+0000,2024-07-17T05:09:43.000+0000,
01ZdM000001RdvxUAC,Big Deals,,,Dashboard,,,,False,,,,,Big Deals,2024-07-17T05:04:39.000+0000,2024-07-17T05:04:39.000+0000,
00OdM000004aRWXUA2,Opportunities in Stages,,,Report,,,,False,,,,,Opportunities in Stages,2024-07-15T07:16:33.000+0000,2024-07-15T07:16:33.000+0000,
00OdM000004aQCzUAM,Leads by Lead Source,,,Report,,,,False,,,,,Leads by Lead Source,2024-07-15T07:15:31.000+0000,2024-07-15T07:15:31.000+0000,
01ZdM000001Rcv3UAC,Leads Dashboard,,,Dashboard,,,,False,,,,,Leads Dashboard,2024-07-15T07:10:55.000+0000,2024-07-15T07:10:55.000+0000,
00OdM000004a7ITUAY,Lead Source Report,,,Report,,,,False,,,,,Lead Source Report,2024-07-15T07:07:03.000+0000,2024-07-15T07:07:03.000+0000,
01ZdM000001RcVFUA0,Sales Manager DashBoard,,,Dashboard,,,,False,,,,,Sales Manager DashBoard,2024-07-15T07:05:42.000+0000,2024-07-15T07:05:42.000+0000,
00OdM000004aOXlUAM,Case Status,,,Report,,,,False,,,,,Case Status,2024-07-15T07:04:05.000+0000,2024-07-15T07:04:05.000+0000,
00OdM000004a0nDUAQ,Opportunities by Sum of Amount,,,Report,,,,False,,,,,Opportunities by Sum of Amount,2024-07-15T07:00:16.000+0000,2024-07-15T07:00:16.000+0000,
00OdM000004aEPdUAM,Open Opportunities This Year,,,Report,,,,False,,,,,Open Opportunities This Year,2024-07-15T06:56:34.000+0000,2024-07-15T06:56:34.000+0000,
00OdM000004aMpJUAU,Closed Cases for All Time,,,Report,,,,False,,,,,Closed Cases for All Time,2024-07-15T06:55:39.000+0000,2024-07-15T06:55:39.000+0000,
00OdM000004aJD7UAM,Cases by Status,,,Report,,,,False,,,,,Cases by Status,2024-07-15T06:52:00.000+0000,2024-07-15T06:52:00.000+0000,
00OdM000004aEADUA2,Accounts with Early Stage Opportunities,,,Report,,,,False,,,,,Accounts with Early Stage Opportunities,2024-07-15T06:27:14.000+0000,2024-07-15T06:27:14.000+0000,
00OdM000004a7VJUAY,Direct Customer Accounts,,,Report,,,,False,,,,,Direct Customer Accounts,2024-07-15T06:22:46.000+0000,2024-07-15T06:22:46.000+0000,
a05dM000004cfVVQAY,GenePoint 5-year review,,,Energy_Audit__c,,,,False,,,,,GenePoint 5-year review,2024-07-11T12:48:01.000+0000,2024-07-11T12:48:01.000+0000,
00BdM000009rQbyUAE,All,,,ListView,,,,False,,,,,All,2024-07-11T12:46:32.000+0000,2024-07-11T12:46:32.000+0000,
069dM00000420EYQAY,dummy,,,ContentDocument,,,,False,,,,,dummy,2024-07-11T11:16:44.000+0000,2024-07-11T11:16:44.000+0000,
00BdM000009f4KFUAY,ENCODED:{!FilterNames.ContentDocument_SharedwithMe},,,ListView,,,,False,,,,,ENCODED:{!FilterNames.ContentDocument_SharedwithMe},2024-07-11T11:08:32.000+0000,2024-07-11T11:08:32.000+0000,
00BdM000009f4KCUAY,ENCODED:{!FilterNames.ContentDocument_OwnedbyMe},,,ListView,,,,False,,,,,ENCODED:{!FilterNames.ContentDocument_OwnedbyMe},2024-07-11T11:08:32.000+0000,2024-07-11T11:08:32.000+0000,
00BdM000009f4KDUAY,ENCODED:{!FilterNames.ContentDocument_Recent},,,ListView,,,,False,,,,,ENCODED:{!FilterNames.ContentDocument_Recent},2024-07-11T11:08:32.000+0000,2024-07-11T11:08:32.000+0000,
00BdM000009f4KEUAY,ENCODED:{!FilterNames.ContentDocument_Following},,,ListView,,,,False,,,,,ENCODED:{!FilterNames.ContentDocument_Following},2024-07-11T11:08:32.000+0000,2024-07-11T11:08:32.000+0000,
00BdM000009f4JaUAI,My Contacts,,,ListView,,,,False,,,,,My Contacts,2024-07-11T10:15:40.000+0000,2024-07-11T10:15:40.000+0000,
00BdM000009f4IhUAI,New This Week,,,ListView,,,,False,,,,,New This Week,2024-07-11T10:15:40.000+0000,2024-07-11T10:15:40.000+0000,
00BdM000009f4IYUAY,New Last Week,,,ListView,,,,False,,,,,New Last Week,2024-07-11T10:15:40.000+0000,2024-07-11T10:15:40.000+0000,
00BdM000009ePtrUAE,All Contacts,,,ListView,,,,False,,,,,All Contacts,2024-07-11T10:15:40.000+0000,2024-07-11T10:15:40.000+0000,
00BdM000009f4IjUAI,Birthdays This Month,,,ListView,,,,False,,,,,Birthdays This Month,2024-07-11T10:15:40.000+0000,2024-07-11T10:15:40.000+0000,
a05dM000004cbtzQAA,Burlington evaluation,,,Energy_Audit__c,,,,False,,,,,Burlington evaluation,2024-07-11T09:59:53.000+0000,2024-07-11T09:59:53.000+0000,
00BdM000009sdYhUAI,High Probability Opportunities,,,ListView,,,,False,,,,,High Probability Opportunities,2024-07-11T08:00:22.000+0000,2024-07-11T08:00:22.000+0000,
00BdM000009ePttUAE,All Opportunities,,,ListView,,,,False,,,,,All Opportunities,2024-07-11T07:59:21.000+0000,2024-07-11T07:59:21.000+0000,
00BdM000009t8UPUAY,High Probability Opportunities,,,ListView,,,,False,,,,,High Probability Opportunities,2024-07-11T07:50:55.000+0000,2024-07-11T07:50:55.000+0000,
00BdM000009srADUAY,Channel Customers,,,ListView,,,,False,,,,,Channel Customers,2024-07-11T07:34:28.000+0000,2024-07-11T07:34:28.000+0000,
069dM0000040mC1QAI,energy,,,ContentDocument,,,,False,,,,,energy,2024-07-11T07:04:16.000+0000,2024-07-11T07:04:16.000+0000,
a05dM000004chZWQAY,sForce Los Altos Hills campus,,,Energy_Audit__c,,,,False,,,,,sForce Los Altos Hills campus,2024-07-11T05:55:05.000+0000,2024-07-11T05:55:05.000+0000,
a05dM000004cpVRQAY,UA Spring assessment,,,Energy_Audit__c,,,,False,,,,,UA Spring assessment,2024-07-11T05:53:43.000+0000,2024-07-11T05:53:43.000+0000,
