Id,IsDeleted,MasterRecordId,LastName,FirstName,Salutation,Name,Title,Company,Street,City,State,PostalCode,Country,Latitude,Longitude,GeocodeAccuracy,Address,Phone,MobilePhone,Fax,Email,Website,PhotoUrl,Description,LeadSource,Status,Industry,Rating,AnnualRevenue,NumberOfEmployees,OwnerId,IsConverted,ConvertedDate,ConvertedAccountId,ConvertedContactId,ConvertedOpportunityId,IsUnreadByOwner,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawContactId,CleanStatus,CompanyDunsNumber,DandbCompanyId,EmailBouncedReason,EmailBouncedDate,IndividualId,IsPriorityRecord,SICCode__c,ProductInterest__c,Primary__c,CurrentGenerators__c,NumberofLocations__c,DB_Created_Date_without_Time__c,DB_Lead_Age__c
00QdM000004yvFoUAI,False,,Owenby,Pamela,Ms,Pamela Owenby,"SVP, Technology",Hendrickson Trading,,,PA,,USA,,,,"OrderedDict([('city', None), ('country', 'USA'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', 'PA'), ('street', None)])",(570) 326-1571,,,pam_owenby@hendricksontrading.com,,/services/images/photo/00QdM000004yvFoUAI,,Partner Referral,Closed - Not Converted,,,,,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,7267,GC5000 series,Yes,John Deere,3.0,2024-07-10,69.0
00QdM000004yvFpUAI,False,,May,Norm,Mr,Norm May,"VP, Facilities",Greenwich Media,,,OH,,USA,,,,"OrderedDict([('city', None), ('country', 'USA'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', 'OH'), ('street', None)])",(419) 289-3555,,,norm_may@greenwich.net,,/services/images/photo/00QdM000004yvFpUAI,,Web,Working - Contacted,,,,,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,2768,GC5000 series,Yes,All,130.0,2024-07-10,69.0
00QdM000004yvFqUAI,False,,Stumuller,Pat,Ms,Pat Stumuller,"SVP, Administration and Finance",Pyramid Construction Inc.,,,,,France,,,,"OrderedDict([('city', None), ('country', 'France'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', None), ('street', None)])",33562156600,,,pat@pyramid.net,,/services/images/photo/00QdM000004yvFqUAI,,Phone Inquiry,Closed - Converted,,,,,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,2768,GC5000 series,Yes,All,130.0,2024-07-10,69.0
00QdM000004yvFrUAI,False,,Young,Andy,Mr,Andy Young,"SVP, Operations",Dickenson plc,,,KS,,USA,,,,"OrderedDict([('city', None), ('country', 'USA'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', 'KS'), ('street', None)])",(620) 241-6200,,,a_young@dickenson.com,,/services/images/photo/00QdM000004yvFrUAI,,Purchased List,Closed - Converted,,,,,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,2768,GC5000 series,Yes,All,130.0,2024-07-10,69.0
00QdM000004yvFsUAI,False,,Akin,Kristen,Ms,Kristen Akin,"Director, Warehouse Mgmt",Aethna Home Products,,,VA,,USA,,,,"OrderedDict([('city', None), ('country', 'USA'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', 'VA'), ('street', None)])",(434) 369-3100,,,kakin@athenahome.com,,/services/images/photo/00QdM000004yvFsUAI,,Partner Referral,Working - Contacted,,,,,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,2768,GC5000 series,Yes,All,130.0,2024-07-10,69.0
00QdM000004yvFtUAI,False,,Monaco,David,Mr,David Monaco,CFO,Blues Entertainment Corp.,,,,,Japan,,,,"OrderedDict([('city', None), ('country', 'Japan'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', None), ('street', None)])",(033) 452-1299,,,david@blues.com,,/services/images/photo/00QdM000004yvFtUAI,,Purchased List,Working - Contacted,,,,,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,2768,GC5000 series,Yes,All,130.0,2024-07-10,69.0
00QdM000004yvFuUAI,False,,Crenshaw,Carolyn,Ms,Carolyn Crenshaw,"VP, Technology",Ace Iron and Steel Inc.,,,AL,,USA,,,,"OrderedDict([('city', None), ('country', 'USA'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', 'AL'), ('street', None)])",(251) 679-2200,,,carolync@aceis.com,,/services/images/photo/00QdM000004yvFuUAI,,Phone Inquiry,Closed - Not Converted,,,,,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,2768,GC5000 series,Yes,All,130.0,2024-07-10,69.0
00QdM000004yvFvUAI,False,,Rogers,Jack,Mr.,Jack Rogers,"VP, Facilities",Burlington Textiles Corp of America,525 S. Lexington Ave,Burlington,NC,27215,USA,,,,"OrderedDict([('city', 'Burlington'), ('country', 'USA'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', '27215'), ('state', 'NC'), ('street', '525 S. Lexington Ave')])",(336) 222-7000,,(336) 222-8000,jrogers@btca.com,,/services/images/photo/00QdM000004yvFvUAI,,Web,Closed - Converted,Apparel,Warm,350000000.0,9000.0,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,7267,GC5000 series,Yes,John Deere,3.0,2024-07-10,69.0
00QdM000004yvFwUAI,False,,Dadio Jr,Bill,Mr,Bill Dadio Jr,CFO,Zenith Industrial Partners,,,OH,,USA,,,,"OrderedDict([('city', None), ('country', 'USA'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', 'OH'), ('street', None)])",(614) 431-5000,,,bill_dadio@zenith.com,,/services/images/photo/00QdM000004yvFwUAI,,Web,Closed - Not Converted,,,,,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,7267,GC5000 series,Yes,John Deere,3.0,2024-07-10,69.0
00QdM000004yvFxUAI,False,,Luce,Eugena,Ms,Eugena Luce,CEO,Pacific Retail Group,,,MA,,USA,,,,"OrderedDict([('city', None), ('country', 'USA'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', 'MA'), ('street', None)])",(781) 270-6500,,,eluce@pacificretail.com,,/services/images/photo/00QdM000004yvFxUAI,,Purchased List,Closed - Not Converted,,,,,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,2768,GC5000 series,Yes,All,130.0,2024-07-10,69.0
00QdM000004yvFyUAI,False,,Eberhard,Sandra,Ms,Sandra Eberhard,"VP, Production",Highland Manufacturing Ltd.,,,CA,,USA,,,,"OrderedDict([('city', None), ('country', 'USA'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', 'CA'), ('street', None)])",(626) 440-0700,,,sandra_e@highland.net,,/services/images/photo/00QdM000004yvFyUAI,,Purchased List,Working - Contacted,,,,,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,2768,GC5000 series,Yes,All,130.0,2024-07-10,69.0
00QdM000004yvFzUAI,False,,Bair,Betty,Ms,Betty Bair,"VP, Administration",American Banking Corp.,,,PA,,USA,,,,"OrderedDict([('city', None), ('country', 'USA'), ('geocodeAccuracy', None), ('latitude', None), ('longitude', None), ('postalCode', None), ('state', 'PA'), ('street', None)])",(610) 265-9100,,,bblair@abankingco.com,,/services/images/photo/00QdM000004yvFzUAI,,Purchased List,Working - Contacted,,,,,005dM000004WE3FQAW,False,,,,,True,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:50:30.000+0000,005dM000004WE3FQAW,2024-07-10T05:55:13.000+0000,,,,,,Pending,,,,,,False,2768,GC5000 series,Yes,All,130.0,2024-07-10,69.0
